Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count
Coimbatore,Junction,Four arm Junction,Total Injured,190.0
Coimbatore,Junction,Four arm Junction,Total number of Accidents,1340.0
Coimbatore,Junction,T Junction,Persons Killed,97.0
Coimbatore,Junction,T Junction,Greviously Injured,276.0
Coimbatore,Junction,T Junction,Minor Injury,359.0
Coimbatore,Junction,T Junction,Total Injured,784.0
Coimbatore,Junction,T Junction,Total number of Accidents,1363.0
Coimbatore,Junction,Y Junction,Persons Killed,20.0
Coimbatore,Junction,Y Junction,Greviously Injured,255.0
Coimbatore,Junction,Y Junction,Minor Injury,444.0
Coimbatore,Junction,Y Junction,Total Injured,586.0
Coimbatore,Junction,Y Junction,Total number of Accidents,675.0
Coimbatore,Junction,Round about Junction,Persons Killed,4.0
Coimbatore,Junction,Round about Junction,Greviously Injured,193.0
Coimbatore,Junction,Round about Junction,Minor Injury,69.0
Coimbatore,Junction,Round about Junction,Total Injured,657.0
Coimbatore,Junction,Round about Junction,Total number of Accidents,1217.0
Coimbatore,Junction,Uncontrolled,Persons Killed,11.0
Coimbatore,Junction,Uncontrolled,Greviously Injured,79.0
Coimbatore,Junction,Uncontrolled,Minor Injury,66.0
Coimbatore,Junction,Uncontrolled,Total Injured,246.0
Coimbatore,Junction,Uncontrolled,Total number of Accidents,865.0
Coimbatore,Road Features,Straight Road,Persons Killed,47.0
Coimbatore,Road Features,Straight Road,Greviously Injured,117.0
Coimbatore,Road Features,Straight Road,Minor Injury,285.0
Coimbatore,Road Features,Straight Road,Total Injured,681.0
Coimbatore,Road Features,Straight Road,Total number of Accidents,1222.0
Coimbatore,Road Features,Curved Road,Persons Killed,54.0
Coimbatore,Road Features,Curved Road,Greviously Injured,259.0
Coimbatore,Road Features,Curved Road,Minor Injury,277.0
Coimbatore,Road Features,Curved Road,Total Injured,201.0
Coimbatore,Road Features,Curved Road,Total number of Accidents,1439.0
Coimbatore,Road Features,Bridge,Persons Killed,22.0
Coimbatore,Road Features,Bridge,Greviously Injured,212.0
Coimbatore,Road Features,Bridge,Minor Injury,241.0
Coimbatore,Road Features,Bridge,Total Injured,598.0
Coimbatore,Road Features,Bridge,Total number of Accidents,1173.0
Coimbatore,Road Features,Pot Holes,Persons Killed,90.0
Coimbatore,Road Features,Pot Holes,Greviously Injured,91.0
Coimbatore,Road Features,Pot Holes,Minor Injury,141.0
Coimbatore,Road Features,Pot Holes,Total Injured,786.0
Coimbatore,Road Features,Pot Holes,Total number of Accidents,971.0
Coimbatore,Road Features,Steep Grade,Persons Killed,6.0
Coimbatore,Road Features,Steep Grade,Greviously Injured,172.0
Coimbatore,Road Features,Steep Grade,Minor Injury,97.0
Coimbatore,Road Features,Steep Grade,Total Injured,610.0
Coimbatore,Road Features,Steep Grade,Total number of Accidents,315.0
Coimbatore,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,44.0
Coimbatore,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,234.0
Coimbatore,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,401.0
Coimbatore,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,246.0
Coimbatore,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,642.0
Coimbatore,Impacting Vehicle/Object,Two Wheelers,Persons Killed,68.0
Coimbatore,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,22.0
Coimbatore,Impacting Vehicle/Object,Two Wheelers,Minor Injury,480.0
Coimbatore,Impacting Vehicle/Object,Two Wheelers,Total Injured,593.0
Coimbatore,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,486.0
Coimbatore,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,79.0
Coimbatore,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,123.0
Coimbatore,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,71.0
Coimbatore,Impacting Vehicle/Object,Trucks/Lorries,Total Injured,448.0
Coimbatore,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,882.0
Coimbatore,Impacting Vehicle/Object,Buses,Persons Killed,66.0
Coimbatore,Impacting Vehicle/Object,Buses,Greviously Injured,63.0
Coimbatore,Impacting Vehicle/Object,Buses,Minor Injury,443.0
Coimbatore,Impacting Vehicle/Object,Buses,Total Injured,419.0
Coimbatore,Impacting Vehicle/Object,Buses,Total number of Accidents,325.0
Coimbatore,Impacting Vehicle/Object,Pedestrian,Persons Killed,20.0
Coimbatore,Impacting Vehicle/Object,Pedestrian,Greviously Injured,213.0
Coimbatore,Impacting Vehicle/Object,Pedestrian,Minor Injury,243.0
Coimbatore,Impacting Vehicle/Object,Pedestrian,Total Injured,780.0
Coimbatore,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,895.0
Coimbatore,Weather,Sunny/Clear,Persons Killed,29.0
Coimbatore,Weather,Sunny/Clear,Greviously Injured,66.0
Coimbatore,Weather,Sunny/Clear,Minor Injury,271.0
Coimbatore,Weather,Sunny/Clear,Total Injured,402.0
Coimbatore,Weather,Sunny/Clear,Total number of Accidents,1386.0
Coimbatore,Weather,Rainy,Persons Killed,18.0
Coimbatore,Weather,Rainy,Greviously Injured,273.0
Coimbatore,Weather,Rainy,Minor Injury,331.0
Coimbatore,Weather,Rainy,Total Injured,212.0
Coimbatore,Weather,Rainy,Total number of Accidents,741.0
Coimbatore,Weather,Foggy and Misty,Persons Killed,6.0
Coimbatore,Weather,Foggy and Misty,Greviously Injured,76.0
Coimbatore,Weather,Foggy and Misty,Minor Injury,114.0
Coimbatore,Weather,Foggy and Misty,Total Injured,391.0
Coimbatore,Weather,Foggy and Misty,Total number of Accidents,224.0
Coimbatore,Weather,Hail/Sleet,Persons Killed,36.0
Coimbatore,Weather,Hail/Sleet,Greviously Injured,10.0
Coimbatore,Weather,Hail/Sleet,Minor Injury,448.0
Coimbatore,Weather,Hail/Sleet,Total Injured,648.0
Coimbatore,Weather,Hail/Sleet,Total number of Accidents,340.0
Coimbatore,Traffic Violation,Drunken Driving,Persons Killed,7.0
Coimbatore,Traffic Violation,Drunken Driving,Greviously Injured,197.0
Coimbatore,Traffic Violation,Drunken Driving,Minor Injury,177.0
Coimbatore,Traffic Violation,Drunken Driving,Total Injured,300.0
Coimbatore,Traffic Violation,Drunken Driving,Total number of Accidents,1350.0
Coimbatore,Traffic Violation,Over Speeding,Persons Killed,0.0
Coimbatore,Traffic Violation,Over Speeding,Greviously Injured,173.0
Coimbatore,Traffic Violation,Over Speeding,Minor Injury,84.0
Coimbatore,Traffic Violation,Over Speeding,Total Injured,293.0
Coimbatore,Traffic Violation,Over Speeding,Total number of Accidents,902.0
Coimbatore,Traffic Violation,Jumping Red Light,Persons Killed,22.0
Coimbatore,Traffic Violation,Jumping Red Light,Greviously Injured,274.0
Coimbatore,Traffic Violation,Jumping Red Light,Minor Injury,339.0
Coimbatore,Traffic Violation,Jumping Red Light,Total Injured,483.0
Coimbatore,Traffic Violation,Jumping Red Light,Total number of Accidents,1483.0
Coimbatore,Traffic Violation,Use of Mobile Phone,Persons Killed,29.0
Coimbatore,Traffic Violation,Use of Mobile Phone,Greviously Injured,84.0
Coimbatore,Traffic Violation,Use of Mobile Phone,Minor Injury,404.0
Coimbatore,Traffic Violation,Use of Mobile Phone,Total Injured,683.0
Coimbatore,Traffic Violation,Use of Mobile Phone,Total number of Accidents,1109.0
Coimbatore,Traffic Violation,Wrong Side Driving,Persons Killed,59.0
Coimbatore,Traffic Violation,Wrong Side Driving,Greviously Injured,182.0
Coimbatore,Traffic Violation,Wrong Side Driving,Minor Injury,339.0
Coimbatore,Traffic Violation,Wrong Side Driving,Total Injured,144.0
Coimbatore,Traffic Violation,Wrong Side Driving,Total number of Accidents,282.0
Kota,Traffic Control,Traffic Light Signal,Persons Killed,15.0
Kota,Traffic Control,Traffic Light Signal,Greviously Injured,75.0
Kota,Traffic Control,Traffic Light Signal,Minor Injury,473.0
Kota,Traffic Control,Traffic Light Signal,Total Injured,756.0
Kota,Traffic Control,Traffic Light Signal,Total number of Accidents,574.0
Kota,Traffic Control,Stop Sign,Persons Killed,33.0
Kota,Traffic Control,Stop Sign,Greviously Injured,243.0
Kota,Traffic Control,Stop Sign,Minor Injury,429.0
Kota,Traffic Control,Stop Sign,Total Injured,755.0
Kota,Traffic Control,Stop Sign,Total number of Accidents,1411.0
Kota,Traffic Control,Police Controlled,Persons Killed,65.0
Kota,Traffic Control,Police Controlled,Greviously Injured,22.0
Kota,Traffic Control,Police Controlled,Minor Injury,233.0
Kota,Traffic Control,Police Controlled,Total Injured,210.0
Kota,Traffic Control,Police Controlled,Total number of Accidents,707.0
Kota,Traffic Control,Flashing Signal/Blinker,Persons Killed,33.0
Kota,Traffic Control,Flashing Signal/Blinker,Greviously Injured,224.0
Kota,Traffic Control,Flashing Signal/Blinker,Minor Injury,169.0
Kota,Traffic Control,Flashing Signal/Blinker,Total Injured,666.0
Kota,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,1250.0
Kota,Junction,Four arm Junction,Persons Killed,92.0
Kota,Junction,Four arm Junction,Greviously Injured,240.0
Kota,Junction,Four arm Junction,Minor Injury,102.0
Kota,Junction,Four arm Junction,Total Injured,420.0
Kota,Junction,Four arm Junction,Total number of Accidents,1112.0
Kota,Junction,T Junction,Persons Killed,29.0
Kota,Junction,T Junction,Greviously Injured,278.0
Kota,Junction,T Junction,Minor Injury,70.0
Kota,Junction,T Junction,Total Injured,502.0
Kota,Junction,T Junction,Total number of Accidents,1276.0
Kota,Junction,Y Junction,Persons Killed,18.0
Kota,Junction,Y Junction,Greviously Injured,290.0
Kota,Junction,Y Junction,Minor Injury,263.0
Kota,Junction,Y Junction,Total Injured,130.0
Kota,Junction,Y Junction,Total number of Accidents,536.0
Kota,Junction,Round about Junction,Persons Killed,54.0
Kota,Junction,Round about Junction,Greviously Injured,32.0
Kota,Junction,Round about Junction,Minor Injury,81.0
Kota,Junction,Round about Junction,Total Injured,545.0
Kota,Junction,Round about Junction,Total number of Accidents,1297.0
Kota,Junction,Uncontrolled,Persons Killed,9.0
Kota,Junction,Uncontrolled,Greviously Injured,63.0
Kota,Junction,Uncontrolled,Minor Injury,101.0
Kota,Junction,Uncontrolled,Total Injured,759.0
Kota,Junction,Uncontrolled,Total number of Accidents,359.0
Kota,Road Features,Straight Road,Persons Killed,13.0
Kota,Road Features,Straight Road,Greviously Injured,187.0
Kota,Road Features,Straight Road,Minor Injury,461.0
Kota,Road Features,Straight Road,Total Injured,152.0
Kota,Road Features,Straight Road,Total number of Accidents,607.0
Kota,Road Features,Curved Road,Persons Killed,78.0
Kota,Road Features,Curved Road,Greviously Injured,31.0
Kota,Road Features,Curved Road,Minor Injury,79.0
Kota,Road Features,Curved Road,Total Injured,359.0
Kota,Road Features,Curved Road,Total number of Accidents,1428.0
Kota,Road Features,Bridge,Persons Killed,58.0
Kota,Road Features,Bridge,Greviously Injured,273.0
Kota,Road Features,Bridge,Minor Injury,61.0
Kota,Road Features,Bridge,Total Injured,730.0
Kota,Road Features,Bridge,Total number of Accidents,1049.0
Kota,Road Features,Pot Holes,Persons Killed,97.0
Kota,Road Features,Pot Holes,Greviously Injured,136.0
Kota,Road Features,Pot Holes,Minor Injury,124.0
Kota,Road Features,Pot Holes,Total Injured,660.0
Kota,Road Features,Pot Holes,Total number of Accidents,1190.0
Kota,Road Features,Steep Grade,Persons Killed,92.0
Kota,Road Features,Steep Grade,Greviously Injured,163.0
Kota,Road Features,Steep Grade,Minor Injury,323.0
Kota,Road Features,Steep Grade,Total Injured,195.0
Kota,Road Features,Steep Grade,Total number of Accidents,493.0
Kota,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,80.0
Kota,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,97.0
Kota,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,355.0
Kota,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,489.0
Kota,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,524.0
Kota,Impacting Vehicle/Object,Two Wheelers,Persons Killed,43.0
Kota,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,166.0
Kota,Impacting Vehicle/Object,Two Wheelers,Minor Injury,205.0
Kota,Impacting Vehicle/Object,Two Wheelers,Total Injured,750.0
Kota,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,832.0
Kota,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,64.0
Kota,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,116.0
Kota,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,196.0
Kota,Impacting Vehicle/Object,Trucks/Lorries,Total Injured,236.0
Kota,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,627.0
Kota,Impacting Vehicle/Object,Buses,Persons Killed,67.0
Kota,Impacting Vehicle/Object,Buses,Greviously Injured,109.0
Kota,Impacting Vehicle/Object,Buses,Minor Injury,387.0
Kota,Impacting Vehicle/Object,Buses,Total Injured,240.0
Kota,Impacting Vehicle/Object,Buses,Total number of Accidents,1306.0
Kota,Impacting Vehicle/Object,Pedestrian,Persons Killed,48.0
Kota,Impacting Vehicle/Object,Pedestrian,Greviously Injured,207.0
Kota,Impacting Vehicle/Object,Pedestrian,Minor Injury,161.0
Kota,Impacting Vehicle/Object,Pedestrian,Total Injured,667.0
Kota,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,890.0
Kota,Weather,Sunny/Clear,Persons Killed,36.0
Kota,Weather,Sunny/Clear,Greviously Injured,195.0
Kota,Weather,Sunny/Clear,Minor Injury,267.0
Kota,Weather,Sunny/Clear,Total Injured,731.0
Kota,Weather,Sunny/Clear,Total number of Accidents,1150.0
Kota,Weather,Rainy,Persons Killed,9.0
Kota,Weather,Rainy,Greviously Injured,184.0
Kota,Weather,Rainy,Minor Injury,72.0
Kota,Weather,Rainy,Total Injured,334.0
Kota,Weather,Rainy,Total number of Accidents,1236.0
Kota,Weather,Foggy and Misty,Persons Killed,32.0
Kota,Weather,Foggy and Misty,Greviously Injured,33.0
Kota,Weather,Foggy and Misty,Minor Injury,413.0
Kota,Weather,Foggy and Misty,Total Injured,622.0
Kota,Weather,Foggy and Misty,Total number of Accidents,630.0
Kota,Weather,Hail/Sleet,Persons Killed,24.0
Kota,Weather,Hail/Sleet,Greviously Injured,103.0
Kota,Weather,Hail/Sleet,Minor Injury,250.0
Kota,Weather,Hail/Sleet,Total Injured,632.0
Kota,Weather,Hail/Sleet,Total number of Accidents,1178.0
Kota,Traffic Violation,Drunken Driving,Persons Killed,82.0
Kota,Traffic Violation,Drunken Driving,Greviously Injured,149.0
Kota,Traffic Violation,Drunken Driving,Minor Injury,342.0
Kota,Traffic Violation,Drunken Driving,Total Injured,200.0
Kota,Traffic Violation,Drunken Driving,Total number of Accidents,1070.0
Kota,Traffic Violation,Over Speeding,Persons Killed,27.0
Kota,Traffic Violation,Over Speeding,Greviously Injured,50.0
Kota,Traffic Violation,Over Speeding,Minor Injury,404.0
Kota,Traffic Violation,Over Speeding,Total Injured,402.0
Kota,Traffic Violation,Over Speeding,Total number of Accidents,426.0
Kota,Traffic Violation,Jumping Red Light,Persons Killed,70.0
Kota,Traffic Violation,Jumping Red Light,Greviously Injured,22.0
Kota,Traffic Violation,Jumping Red Light,Minor Injury,259.0
Kota,Traffic Violation,Jumping Red Light,Total Injured,496.0
Kota,Traffic Violation,Jumping Red Light,Total number of Accidents,1323.0
Kota,Traffic Violation,Use of Mobile Phone,Persons Killed,30.0
Kota,Traffic Violation,Use of Mobile Phone,Greviously Injured,25.0
Kota,Traffic Violation,Use of Mobile Phone,Minor Injury,186.0
Kota,Traffic Violation,Use of Mobile Phone,Total Injured,428.0
Kota,Traffic Violation,Use of Mobile Phone,Total number of Accidents,1389.0
Kota,Traffic Violation,Wrong Side Driving,Persons Killed,74.0
Kota,Traffic Violation,Wrong Side Driving,Greviously Injured,109.0
Kota,Traffic Violation,Wrong Side Driving,Minor Injury,158.0
Kota,Traffic Violation,Wrong Side Driving,Total Injured,272.0
Kota,Traffic Violation,Wrong Side Driving,Total number of Accidents,361.0
Raipur,Traffic Control,Traffic Light Signal,Persons Killed,8.0
Raipur,Traffic Control,Traffic Light Signal,Greviously Injured,225.0
Raipur,Traffic Control,Traffic Light Signal,Minor Injury,313.0
Raipur,Traffic Control,Traffic Light Signal,Total Injured,362.0
Raipur,Traffic Control,Traffic Light Signal,Total number of Accidents,473.0
Raipur,Traffic Control,Stop Sign,Persons Killed,2.0
Raipur,Traffic Control,Stop Sign,Greviously Injured,37.0
Raipur,Traffic Control,Stop Sign,Minor Injury,375.0
Raipur,Traffic Control,Stop Sign,Total Injured,248.0
Raipur,Traffic Control,Stop Sign,Total number of Accidents,739.0
Raipur,Traffic Control,Police Controlled,Persons Killed,53.0
Raipur,Traffic Control,Police Controlled,Greviously Injured,74.0
Raipur,Traffic Control,Police Controlled,Minor Injury,405.0
Raipur,Traffic Control,Police Controlled,Total Injured,632.0
Raipur,Traffic Control,Police Controlled,Total number of Accidents,1475.0
Raipur,Traffic Control,Flashing Signal/Blinker,Persons Killed,98.0
Raipur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,22.0
Raipur,Traffic Control,Flashing Signal/Blinker,Minor Injury,362.0
Raipur,Traffic Control,Flashing Signal/Blinker,Total Injured,148.0
Raipur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,317.0
Raipur,Junction,Four arm Junction,Persons Killed,53.0
Raipur,Junction,Four arm Junction,Greviously Injured,147.0
Raipur,Junction,Four arm Junction,Minor Injury,102.0
Raipur,Junction,Four arm Junction,Total Injured,143.0
Raipur,Junction,Four arm Junction,Total number of Accidents,252.0
Raipur,Junction,T Junction,Persons Killed,73.0
Raipur,Junction,T Junction,Greviously Injured,55.0
Raipur,Junction,T Junction,Minor Injury,62.0
Raipur,Junction,T Junction,Total Injured,776.0
Raipur,Junction,T Junction,Total number of Accidents,1325.0
Raipur,Junction,Y Junction,Persons Killed,23.0
Raipur,Junction,Y Junction,Greviously Injured,267.0
Raipur,Junction,Y Junction,Minor Injury,386.0
Raipur,Junction,Y Junction,Total Injured,497.0
Raipur,Junction,Y Junction,Total number of Accidents,1361.0
Raipur,Junction,Round about Junction,Persons Killed,34.0
Raipur,Junction,Round about Junction,Greviously Injured,120.0
Raipur,Junction,Round about Junction,Minor Injury,151.0
Raipur,Junction,Round about Junction,Total Injured,116.0
Raipur,Junction,Round about Junction,Total number of Accidents,1405.0
Raipur,Junction,Uncontrolled,Persons Killed,23.0
Raipur,Junction,Uncontrolled,Greviously Injured,38.0
Raipur,Junction,Uncontrolled,Minor Injury,220.0
Raipur,Junction,Uncontrolled,Total Injured,508.0
Raipur,Junction,Uncontrolled,Total number of Accidents,939.0
Raipur,Road Features,Straight Road,Persons Killed,59.0
Raipur,Road Features,Straight Road,Greviously Injured,239.0
Raipur,Road Features,Straight Road,Minor Injury,370.0
Raipur,Road Features,Straight Road,Total Injured,218.0
Raipur,Road Features,Straight Road,Total number of Accidents,1379.0
Raipur,Road Features,Curved Road,Persons Killed,15.0
Raipur,Road Features,Curved Road,Greviously Injured,184.0
Raipur,Road Features,Curved Road,Minor Injury,153.0
Raipur,Road Features,Curved Road,Total Injured,703.0
Raipur,Road Features,Curved Road,Total number of Accidents,897.0
Raipur,Road Features,Bridge,Persons Killed,75.0
Raipur,Road Features,Bridge,Greviously Injured,292.0
Raipur,Road Features,Bridge,Minor Injury,230.0
Raipur,Road Features,Bridge,Total Injured,781.0
Raipur,Road Features,Bridge,Total number of Accidents,374.0
Raipur,Road Features,Pot Holes,Persons Killed,93.0
Raipur,Road Features,Pot Holes,Greviously Injured,242.0
Raipur,Road Features,Pot Holes,Minor Injury,211.0
Raipur,Road Features,Pot Holes,Total Injured,520.0
Raipur,Road Features,Pot Holes,Total number of Accidents,1357.0
Raipur,Road Features,Steep Grade,Persons Killed,6.0
Raipur,Road Features,Steep Grade,Greviously Injured,233.0
Raipur,Road Features,Steep Grade,Minor Injury,202.0
Raipur,Road Features,Steep Grade,Total Injured,132.0
Raipur,Road Features,Steep Grade,Total number of Accidents,254.0
Raipur,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,57.0
Raipur,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,16.0
Raipur,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,293.0
Raipur,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,737.0
Raipur,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,211.0
Raipur,Impacting Vehicle/Object,Two Wheelers,Persons Killed,15.0
Raipur,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,217.0
Raipur,Impacting Vehicle/Object,Two Wheelers,Minor Injury,92.0
Raipur,Impacting Vehicle/Object,Two Wheelers,Total Injured,472.0
Raipur,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,683.0
Raipur,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,76.0
Raipur,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,144.0
Raipur,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,277.0
Raipur,Impacting Vehicle/Object,Trucks/Lorries,Total Injured,722.0
Raipur,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,506.0
Raipur,Impacting Vehicle/Object,Buses,Persons Killed,72.0
Raipur,Impacting Vehicle/Object,Buses,Greviously Injured,169.0
Raipur,Impacting Vehicle/Object,Buses,Minor Injury,380.0
Raipur,Impacting Vehicle/Object,Buses,Total Injured,324.0
Raipur,Impacting Vehicle/Object,Buses,Total number of Accidents,1182.0
Raipur,Impacting Vehicle/Object,Pedestrian,Persons Killed,88.0
Raipur,Impacting Vehicle/Object,Pedestrian,Greviously Injured,54.0
Raipur,Impacting Vehicle/Object,Pedestrian,Minor Injury,263.0
Raipur,Impacting Vehicle/Object,Pedestrian,Total Injured,158.0
Raipur,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,843.0
Raipur,Weather,Sunny/Clear,Persons Killed,66.0
Raipur,Weather,Sunny/Clear,Greviously Injured,166.0
Raipur,Weather,Sunny/Clear,Minor Injury,147.0
Raipur,Weather,Sunny/Clear,Total Injured,325.0
Raipur,Weather,Sunny/Clear,Total number of Accidents,611.0
Raipur,Weather,Rainy,Persons Killed,76.0
Raipur,Weather,Rainy,Greviously Injured,88.0
Raipur,Weather,Rainy,Minor Injury,173.0
Raipur,Weather,Rainy,Total Injured,570.0
Raipur,Weather,Rainy,Total number of Accidents,1441.0
Raipur,Weather,Foggy and Misty,Persons Killed,3.0
Raipur,Weather,Foggy and Misty,Greviously Injured,99.0
Raipur,Weather,Foggy and Misty,Minor Injury,153.0
Raipur,Weather,Foggy and Misty,Total Injured,492.0
Raipur,Weather,Foggy and Misty,Total number of Accidents,830.0
Raipur,Weather,Hail/Sleet,Persons Killed,4.0
Raipur,Weather,Hail/Sleet,Greviously Injured,105.0
Raipur,Weather,Hail/Sleet,Minor Injury,483.0
Raipur,Weather,Hail/Sleet,Total Injured,430.0
Raipur,Weather,Hail/Sleet,Total number of Accidents,1366.0
Raipur,Traffic Violation,Drunken Driving,Persons Killed,31.0
Raipur,Traffic Violation,Drunken Driving,Greviously Injured,37.0
Raipur,Traffic Violation,Drunken Driving,Minor Injury,327.0
Raipur,Traffic Violation,Drunken Driving,Total Injured,332.0
Raipur,Traffic Violation,Drunken Driving,Total number of Accidents,1313.0
Raipur,Traffic Violation,Over Speeding,Persons Killed,70.0
Raipur,Traffic Violation,Over Speeding,Greviously Injured,35.0
Raipur,Traffic Violation,Over Speeding,Minor Injury,74.0
Raipur,Traffic Violation,Over Speeding,Total Injured,493.0
Raipur,Traffic Violation,Over Speeding,Total number of Accidents,706.0
Raipur,Traffic Violation,Jumping Red Light,Persons Killed,44.0
Raipur,Traffic Violation,Jumping Red Light,Greviously Injured,276.0
Raipur,Traffic Violation,Jumping Red Light,Minor Injury,230.0
Raipur,Traffic Violation,Jumping Red Light,Total Injured,555.0
Raipur,Traffic Violation,Jumping Red Light,Total number of Accidents,1291.0
Raipur,Traffic Violation,Use of Mobile Phone,Persons Killed,94.0
Raipur,Traffic Violation,Use of Mobile Phone,Greviously Injured,58.0
Raipur,Traffic Violation,Use of Mobile Phone,Minor Injury,224.0
Raipur,Traffic Violation,Use of Mobile Phone,Total Injured,663.0
Raipur,Traffic Violation,Use of Mobile Phone,Total number of Accidents,1325.0
Raipur,Traffic Violation,Wrong Side Driving,Persons Killed,87.0
Raipur,Traffic Violation,Wrong Side Driving,Greviously Injured,197.0
Raipur,Traffic Violation,Wrong Side Driving,Minor Injury,106.0
Raipur,Traffic Violation,Wrong Side Driving,Total Injured,658.0
Raipur,Traffic Violation,Wrong Side Driving,Total number of Accidents,358.0
Jodhpur,Traffic Control,Traffic Light Signal,Persons Killed,45.0
Jodhpur,Traffic Control,Traffic Light Signal,Greviously Injured,251.0
Jodhpur,Traffic Control,Traffic Light Signal,Minor Injury,331.0
Jodhpur,Traffic Control,Traffic Light Signal,Total Injured,104.0
Jodhpur,Traffic Control,Traffic Light Signal,Total number of Accidents,560.0
Jodhpur,Traffic Control,Stop Sign,Persons Killed,74.0
Jodhpur,Traffic Control,Stop Sign,Greviously Injured,257.0
Jodhpur,Traffic Control,Stop Sign,Minor Injury,103.0
Jodhpur,Traffic Control,Stop Sign,Total Injured,772.0
Jodhpur,Traffic Control,Stop Sign,Total number of Accidents,1145.0
Jodhpur,Traffic Control,Police Controlled,Persons Killed,37.0
Jodhpur,Traffic Control,Police Controlled,Greviously Injured,235.0
Jodhpur,Traffic Control,Police Controlled,Minor Injury,64.0
Jodhpur,Traffic Control,Police Controlled,Total Injured,672.0
Jodhpur,Traffic Control,Police Controlled,Total number of Accidents,1345.0
Jodhpur,Traffic Control,Flashing Signal/Blinker,Persons Killed,20.0
Jodhpur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,55.0
Jodhpur,Traffic Control,Flashing Signal/Blinker,Minor Injury,439.0
Jodhpur,Traffic Control,Flashing Signal/Blinker,Total Injured,393.0
Jodhpur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,797.0
Jodhpur,Junction,Four arm Junction,Persons Killed,61.0
Jodhpur,Junction,Four arm Junction,Greviously Injured,219.0
Jodhpur,Junction,Four arm Junction,Minor Injury,127.0
Jodhpur,Junction,Four arm Junction,Total Injured,401.0
Jodhpur,Junction,Four arm Junction,Total number of Accidents,1446.0
Jodhpur,Junction,T Junction,Persons Killed,93.0
Jodhpur,Junction,T Junction,Greviously Injured,12.0
Jodhpur,Junction,T Junction,Minor Injury,55.0
Jodhpur,Junction,T Junction,Total Injured,192.0
Jodhpur,Junction,T Junction,Total number of Accidents,719.0
Jodhpur,Junction,Y Junction,Persons Killed,43.0
Jodhpur,Junction,Y Junction,Greviously Injured,244.0
Jodhpur,Junction,Y Junction,Minor Injury,157.0
Jodhpur,Junction,Y Junction,Total Injured,260.0
Jodhpur,Junction,Y Junction,Total number of Accidents,530.0
Jodhpur,Junction,Round about Junction,Persons Killed,76.0
Jodhpur,Junction,Round about Junction,Greviously Injured,59.0
Jodhpur,Junction,Round about Junction,Minor Injury,60.0
Jodhpur,Junction,Round about Junction,Total Injured,767.0
Jodhpur,Junction,Round about Junction,Total number of Accidents,471.0
Jodhpur,Junction,Uncontrolled,Persons Killed,67.0
Jodhpur,Junction,Uncontrolled,Greviously Injured,261.0
Jodhpur,Junction,Uncontrolled,Minor Injury,97.0
Jodhpur,Junction,Uncontrolled,Total Injured,795.0
Jodhpur,Junction,Uncontrolled,Total number of Accidents,1313.0
Jodhpur,Road Features,Straight Road,Persons Killed,61.0
